rank~pct~first_name~counts~probability
1~100%~Peter~1293922~1:75
2~100%~Michael~1088118~1:89
3~100%~Wolfgang~1075005~1:90
4~100%~Thomas~1011277~1:96
5~100%~Klaus~992990~1:97
6~100%~Werner~977333~1:99
7~100%~Manfred~945413~1:102
8~100%~Ursula~899605~1:107
9~100%~Maria~885902~1:109
10~100%~Hans~873148~1:111
11~100%~Heinz~847335~1:114
12~100%~Andreas~840293~1:115
13~100%~Jürgen~824319~1:117
14~100%~Monika~821724~1:118
15~100%~Helmut~819185~1:118
16~100%~Gerhard~805112~1:120
17~100%~Petra~770755~1:125
18~100%~Günter~763897~1:127
19~100%~Renate~762413~1:127
20~100%~Helga~760826~1:127
21~100%~Karin~757143~1:128
22~100%~Dieter~756916~1:128
23~100%~Horst~755578~1:128
24~100%~Sabine~739471~1:131
25~100%~Brigitte~721371~1:134
26~100%~Josef~706353~1:137
27~100%~Ingrid~644290~1:150
28~100%~Elisabeth~633529~1:153
29~100%~Frank~623669~1:155
30~100%~Andrea~602267~1:161
31~100%~Gisela~601122~1:161
32~100%~Walter~596284~1:162
33~100%~Bernd~588232~1:164
34~100%~Erika~576506~1:168
35~100%~Karl~562982~1:172
36~100%~Christa~562482~1:172
37~100%~Claudia~536320~1:180
38~100%~Herbert~528846~1:183
39~100%~Martin~526960~1:183
40~100%~Birgit~521233~1:185
41~100%~Christine~508318~1:190
42~100%~Susanne~497516~1:194
43~100%~Christian~491310~1:197
44~100%~Stefan~484655~1:199
45~100%~Heike~477721~1:202
46~100%~Franz~474915~1:204
47~100%~Elke~473508~1:204
48~100%~Uwe~472266~1:205
49~100%~Barbara~471550~1:205
50~100%~Karl-Heinz~453174~1:213
51~100%~Martina~451679~1:214
52~100%~Marianne~450313~1:215
53~100%~Inge~416293~1:232
54~100%~Hildegard~411343~1:235
55~100%~Georg~410583~1:235
56~100%~Heinrich~409807~1:236
57~100%~Hermann~399588~1:242
58~100%~Angelika~398123~1:243
59~100%~Rudolf~390630~1:247
60~100%~Anna~388729~1:249
61~100%~Ute~382310~1:253
62~100%~Rolf~381819~1:253
63~100%~Doris~381254~1:254
64~100%~Kurt~375598~1:257
65~100%~Siegfried~374426~1:258
66~100%~Rainer~367902~1:263
67~100%~Joachim~367357~1:263
68~100%~Johann~365653~1:264
69~100%~Irmgard~360948~1:268
70~100%~Hannelore~359840~1:269
71~100%~Gertrud~356645~1:271
72~100%~Ralf~354418~1:273
73~100%~Ulrike~345880~1:280
74~100%~Kerstin~345507~1:280
75~100%~Jutta~344495~1:281
76~100%~Norbert~339097~1:285
77~100%~Wilhelm~338278~1:286
78~100%~Bernhard~332947~1:290
79~100%~Markus~331736~1:291
80~100%~Jörg~327606~1:295
81~100%~Alfred~325727~1:297
82~100%~Matthias~325570~1:297
83~100%~Alexander~323088~1:299
84~100%~Ruth~315924~1:306
85~100%~Anja~312992~1:309
86~100%~Ulrich~312924~1:309
87~100%~Willi~302996~1:319
88~100%~Erich~302206~1:320
89~100%~Gerda~299546~1:323
90~100%~Sandra~298185~1:324
91~100%~Christel~296914~1:326
92~100%~Elfriede~296364~1:326
93~100%~Rita~293441~1:329
94~100%~Anneliese~286056~1:338
95~100%~Waltraud~282693~1:342
96~100%~Harald~281371~1:344
97~100%~Roland~280548~1:345
98~ 63%~Marion~279004~1:347
99~100%~Edith~278400~1:347
~~~~
100~100%~Reinhard~278023~1:348
101~100%~Ilse~277405~1:349
102~100%~Nicole~274902~1:352
103~100%~Beate~274843~1:352
104~100%~Regina~273361~1:354
105~100%~Paul~269624~1:359
106~100%~Ingeborg~268188~1:360
107~100%~Rosemarie~264879~1:365
108~100%~Günther~264318~1:366
109~100%~Gerd~262029~1:369
110~100%~Gabriele~257480~1:375
111~100%~Lothar~256853~1:376
112~100%~Ernst~256135~1:377
113~100%~Robert~253612~1:381
114~100%~Dirk~250376~1:386
115~100%~Eva~250005~1:387
116~100%~Friedrich~241885~1:400
117~100%~Manuela~239625~1:403
118~100%~Silke~237944~1:406
119~100%~Erwin~235915~1:410
120~100%~Sonja~235793~1:410
121~100%~Katharina~234067~1:413
122~100%~Johannes~233862~1:413
123~100%~Gudrun~232501~1:416
124~100%~Fritz~230940~1:419
125~100%~Otto~226699~1:426
126~100%~Anita~225757~1:428
127~100%~Tanja~224975~1:430
128~100%~Jens~223829~1:432
129~100%~Christiane~223605~1:432
130~100%~Margarete~221089~1:437
131~100%~Volker~220083~1:439
132~100%~Sigrid~218941~1:442
133~100%~Wilfried~218168~1:443
134~100%~Silvia~217978~1:444
135~100%~Bärbel~216304~1:447
136~100%~Bettina~212753~1:454
137~100%~Daniela~212175~1:456
138~100%~Irene~211823~1:456
139~100%~Simone~211206~1:458
