rank~last_name~counts~probability
1~Müller~945404~1:85
2~Schmidt~712881~1:113
3~Schneider~437827~1:184
4~Fischer~374260~1:215
5~Weber~327239~1:246
6~Meyer~324496~1:248
7~Wagner~299838~1:268
8~Becker~280423~1:287
9~Schulz~278916~1:289
10~Hoffmann~275891~1:292
11~Koch~230471~1:349
12~Richter~229569~1:351
13~Bauer~225707~1:357
14~Schäfer~222673~1:362
15~Klein~200299~1:402
16~Wolf~195172~1:412
17~Schröder~188859~1:426
18~Neumann~180118~1:447
19~Schwarz~166815~1:483
20~Braun~165592~1:486
21~Zimmermann~163406~1:493
22~Hofmann~159866~1:504
23~Lange~159346~1:505
24~Hartmann~155675~1:517
25~Krüger~154907~1:520
26~Krause~151218~1:532
27~Lehmann~149940~1:537
28~Schmitz~148664~1:542
29~Meier~148265~1:543
30~Schmitt~148138~1:543
31~Werner~145791~1:552
32~Schmid~142429~1:565
33~Schulze~137354~1:586
34~Maier~135544~1:594
35~Herrmann~130553~1:617
36~Mayer~126625~1:636
37~Köhler~125507~1:641
38~Walter~125228~1:643
39~König~125182~1:643
40~Huber~124400~1:647
41~Kaiser~122362~1:658
42~Peters~122017~1:660
43~Fuchs~118345~1:680
44~Möller~113584~1:709
45~Lang~113096~1:712
46~Scholz~112272~1:717
47~Jung~106649~1:755
48~Weiß~104983~1:767
49~Hahn~103826~1:775
50~Keller~101895~1:790
51~Berger~100833~1:798
52~Vogel~100244~1:803
53~Schubert~100193~1:804
54~Friedrich~99115~1:812
55~Frank~97071~1:829
56~Roth~96459~1:835
57~Winkler~95782~1:841
58~Beck~94995~1:847
59~Günther~94874~1:849
60~Lorenz~93636~1:860
61~Baumann~88038~1:914
62~Franke~86041~1:936
63~Albrecht~85048~1:947
64~Ludwig~81368~1:989
65~Winter~81271~1:991
66~Simon~80942~1:995
67~Schuster~80620~1:999
68~Schumacher~79965~1:1,007
69~Kraus~79427~1:1,014
70~Böhm~78636~1:1,024
71~Vogt~77326~1:1,041
72~Martin~76395~1:1,054
73~Stein~75606~1:1,065
74~Jäger~74486~1:1,081
75~Sommer~74298~1:1,084
76~Krämer~73859~1:1,090
77~Brandt~72510~1:1,110
78~Otto~72451~1:1,111
79~Heinrich~71122~1:1,132
80~Schulte~70614~1:1,140
81~Graf~70420~1:1,143
82~Haas~70059~1:1,149
83~Seidel~70000~1:1,150
84~Schreiber~68756~1:1,171
85~Groß~68355~1:1,178
86~Dietrich~67066~1:1,200
87~Engel~66184~1:1,216
88~Ziegler~65155~1:1,236
89~Horn~63471~1:1,268
90~Bergmann~63046~1:1,277
91~Pohl~62658~1:1,285
92~Kuhn~62611~1:1,286
93~Jansen~62427~1:1,290
94~Voigt~62091~1:1,297
95~Kühn~61689~1:1,305
96~Beyer~60934~1:1,321
97~Busch~60859~1:1,323
98~Thomas~60694~1:1,326
99~Hansen~60420~1:1,332
~~~
100~Lindner~59917~1:1,344
101~Arnold~59851~1:1,345
102~Sauer~59675~1:1,349
103~Kramer~59497~1:1,353
104~Wolff~59154~1:1,361
105~Seifert~58629~1:1,373
106~Hübner~58558~1:1,375
107~Ernst~58364~1:1,379
108~Pfeiffer~58170~1:1,384
109~Wenzel~56131~1:1,434
110~Franz~55520~1:1,450
111~Nagel~55094~1:1,461
112~Kern~55003~1:1,464
113~Barth~54857~1:1,468
114~Peter~54559~1:1,476
115~Götz~54492~1:1,477
116~Paul~54043~1:1,490
117~Hermann~53866~1:1,495
118~Kruse~53466~1:1,506
119~Riedel~53458~1:1,506
120~Ott~52774~1:1,525
121~Haase~52368~1:1,537
122~Petersen~52135~1:1,544
123~Langer~52081~1:1,546
124~Lenz~52067~1:1,546
125~Grimm~51666~1:1,558
126~Hoppe~51310~1:1,569
127~Bock~51235~1:1,571
128~Arndt~51229~1:1,571
129~Jahn~51104~1:1,575
130~Wilhelm~51072~1:1,576
131~Mohr~50869~1:1,583
132~Ritter~50786~1:1,585
133~Schumann~49980~1:1,611
134~Fiedler~49758~1:1,618
135~Kaufmann~49697~1:1,620
136~Kraft~48790~1:1,650
137~Förster~48759~1:1,651
138~Berg~48703~1:1,653
139~Thiel~48697~1:1,653
140~Miller~48248~1:1,669
141~Michel~47476~1:1,696
142~Marx~47299~1:1,702
143~Walther~47085~1:1,710
144~Lutz~46977~1:1,714
145~Sander~46824~1:1,719
146~Fritz~46495~1:1,731
147~Eckert~46406~1:1,735
148~Thiele~46171~1:1,744
149~Böttcher~45603~1:1,765
150~Reuter~45169~1:1,782
151~Reinhardt~45012~1:1,789
152~Beckmann~44343~1:1,816
153~Schilling~44325~1:1,816
154~Schindler~44022~1:1,829
155~Frey~43712~1:1,842
156~Hein~43518~1:1,850
157~Ebert~43462~1:1,852
158~Hesse~43403~1:1,855
159~Behrens~42981~1:1,873
160~Schütz~42904~1:1,876
161~Kunz~42611~1:1,889
162~Schramm~42387~1:1,899
163~Herzog~42232~1:1,906
164~Rudolph~42039~1:1,915
165~Gruber~41059~1:1,961
166~Bayer~40974~1:1,965
167~Kunze~40950~1:1,966
168~Witt~40940~1:1,966
169~Fröhlich~40932~1:1,967
170~Nowak~40637~1:1,981
171~Geiger~40128~1:2,006
172~Stephan~40017~1:2,012
173~Maurer~39801~1:2,023
174~Bender~39166~1:2,055
175~Seitz~39045~1:2,062
176~Schultz~38961~1:2,066
177~Bachmann~38854~1:2,072
178~Adam~38717~1:2,079
179~Brinkmann~38433~1:2,095
180~Fink~38250~1:2,105
181~Kirchner~38102~1:2,113
182~Stahl~38004~1:2,118
183~Ullrich~38001~1:2,119
184~Gerlach~37838~1:2,128
185~Breuer~37813~1:2,129
186~Steiner~37715~1:2,135
187~Gärtner~37567~1:2,143
188~Büttner~37480~1:2,148
189~Dietz~36689~1:2,194
190~Scherer~36573~1:2,201
191~Bruns~36562~1:2,202
192~Kurz~36463~1:2,208
193~Naumann~36391~1:2,212
194~Moser~36331~1:2,216
195~Brand~36318~1:2,217
196~Böhme~36211~1:2,223
197~Reichert~36182~1:2,225
198~Schlüter~36165~1:2,226
199~Ulrich~35900~1:2,242
~~~
200~Löffler~35757~1:2,251
201~Binder~35747~1:2,252
202~Janssen~35702~1:2,255
203~Heinz~35490~1:2,268
204~Wendt~35477~1:2,269
205~Blum~35437~1:2,272
206~Körner~35253~1:2,284
207~Brunner~35022~1:2,299
208~Schenk~34993~1:2,301
209~Wolter~34903~1:2,307
210~Wegner~34817~1:2,312
211~Schwab~34799~1:2,313
212~Menzel~34777~1:2,315
213~Urban~34560~1:2,329
214~Schröter~34498~1:2,334
215~Krebs~34335~1:2,345
216~Göbel~34313~1:2,346
217~Heller~34250~1:2,351
218~Stark~34189~1:2,355
219~Buchholz~34148~1:2,358
220~Wirth~34049~1:2,364
221~Döring~33888~1:2,376
222~Weiss~33867~1:2,377
223~Kopp~33412~1:2,409
224~Rieger~33403~1:2,410
225~Link~33336~1:2,415
226~Hinz~33327~1:2,416
227~John~33282~1:2,419
228~Bartsch~33244~1:2,422
229~Meißner~33228~1:2,423
230~Reimann~33154~1:2,428
231~Wilke~32965~1:2,442
232~Hildebrandt~32875~1:2,449
233~Unger~32840~1:2,451
234~Hirsch~32837~1:2,452
235~Bischoff~32614~1:2,468
236~Jakob~32584~1:2,471
237~Rose~32465~1:2,480
238~Pfeifer~32366~1:2,487
239~Ackermann~32343~1:2,489
240~Rohde~32221~1:2,499
241~Schiller~32215~1:2,499
242~Sturm~32073~1:2,510
243~Westphal~32015~1:2,515
244~Köster~31911~1:2,523
245~Hennig~31684~1:2,541
